Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,PercPoverty,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Conflicts_total,Conflicts_totalDeaths,Conflicts_totalDeathsCivilians
Cameroon,Ouest,5.4638158,10.8000051,CMR,Sub-Saharan Africa,0.248,0.146,35.1,41.8,APPROXIMATE,0,1,65.3333358764649,1626.5,77,0,120,958,27,10918,15,3589,,,,,,0,0,0
Cameroon,Sud,2.7202832,11.7068294,CMR,Sub-Saharan Africa,0.248,0.131,30.8,42.4,APPROXIMATE,0,1,17,1523.5,298,0,40,615,22,12893,21,4359,,,,,,0,0,0
Cameroon,Sud-Ouest,5.1573493,9.3673084,CMR,Sub-Saharan Africa,0.248,0.129,29.3,44,APPROXIMATE,0,1,60,2877,135,0,40,376,23,11834,31,4425,,,,,,0,0,0
Cameroon,Yaoundé,3.8480325,11.5020752,CMR,Sub-Saharan Africa,0.248,0.026,6.5,40.3,APPROXIMATE,0,1,1488.26672363281,1527,3,58,190,741,29,,,3369,9.75,5.45,50.25,11.25,38.775,0,0,0
Central African Republic,Bamingui-Bangoran,8.2733455,20.7122465,CAF,Sub-Saharan Africa,0.43,0.364,72,50.6,APPROXIMATE,0,1,0.333333343267441,1560,564,0,120,632,30,4540,17,3708,,,,,,0,0,0
Central African Republic,Bangui,4.3946735,18.5581899,CAF,Sub-Saharan Africa,0.43,0.197,42.9,45.8,APPROXIMATE,0,1,4715.05810546875,1797,13,41,190,373,32,,,2857,,,,,,157,1736,1169
Central African Republic,Basse-Kotto,4.8719319,21.2845025,CAF,Sub-Saharan Africa,0.43,0.544,92.4,58.9,APPROXIMATE,0,1,13.6666669845581,1820.5,191,0,120,416,27,4531,17,3709,,,,,,0,0,0
Central African Republic,Haut-Mbomou,6.2537134,25.4733554,CAF,Sub-Saharan Africa,0.43,0.418,83.3,50.2,APPROXIMATE,0,1,0,1726.5,1826,0,60,633,27,4811,18,3795,,,,,,0,0,0
Central African Republic,Haute-Kotto,7.7964379,23.3823545,CAF,Sub-Saharan Africa,0.43,0.42,77.7,54,APPROXIMATE,0,1,0,1505.5,661,0,60,651,30,4540,15,3308,,,,,,0,0,0
Central African Republic,Kémo,5.8867794,19.3783206,CAF,Sub-Saharan Africa,0.43,0.501,86.7,57.8,APPROXIMATE,0,1,5.66666650772095,1682,872,0,120,455,26,5021,22,4062,,,,,,0,0,0
Central African Republic,Lobaye,4.3525981,17.4795173,CAF,Sub-Saharan Africa,0.43,0.494,87.1,56.7,APPROXIMATE,0,1,9,1743.5,191,0,60,555,27,5976,18,3801,,5.26666666666667,23,9.66666666666667,67.6666666666667,12,103,9
Central African Republic,Mambéré-Kadéï,4.7055653,15.9699878,CAF,Sub-Saharan Africa,0.43,0.497,85.3,58.3,APPROXIMATE,0,1,10.4300003051758,1554,125,0,60,490,25,10494,40,4591,,,,,,0,0,0
Central African Republic,Mbomou,5.556837,23.7632828,CAF,Sub-Saharan Africa,0.43,0.491,89.7,54.8,APPROXIMATE,0,1,0,1908,2120,0,40,604,25,7992,50,4867,,,,,,0,0,0
Central African Republic,Nana-Grébizi,7.1848607,19.3783206,CAF,Sub-Saharan Africa,0.43,0.419,78.7,53.2,APPROXIMATE,0,1,7,1550.5,346,0,60,503,27,5015,20,3943,,,,,,1,2,2
Central African Republic,Nana-Mambéré,5.6932135,15.2194808,CAF,Sub-Saharan Africa,0.43,0.52,88.5,58.8,APPROXIMATE,0,1,6.66666650772095,1464.5,215,0,60,840,25,9150,32,3820,,,,,,0,0,0
Central African Republic,Ombella-M'poko,5.1188825,18.4276047,CAF,Sub-Saharan Africa,0.43,0.403,76.6,52.7,APPROXIMATE,0,1,2.5,1641.5,316,0,60,568,27,5339,21,4104,,,,,,0,0,0
Central African Republic,Ouaka,6.3168216,20.7122465,CAF,Sub-Saharan Africa,0.43,0.471,85,55.5,APPROXIMATE,0,1,2.07500004768372,1653,496,0,120,594,27,4612,20,4022,,,,,,0,0,0
Central African Republic,Ouham,7.090911,17.668887,CAF,Sub-Saharan Africa,0.43,0.533,90,59.2,APPROXIMATE,0,1,4,1492.5,932,0,60,500,28,4488,18,3799,16.5,5.12,56.2,17.2,25.32,0,0,0
Central African Republic,Ouham-Pendé,6.4850984,16.1580937,CAF,Sub-Saharan Africa,0.43,0.479,86.1,55.6,APPROXIMATE,0,1,6,1473.5,187,0,60,937,28,5506,16,3513,7.5,5.36666666666667,21.3333333333333,21.8333333333333,57.0166666666667,1,1,1
Central African Republic,Sangha-Mbaéré,3.4368607,16.3463791,CAF,Sub-Saharan Africa,0.43,0.505,85.8,58.9,APPROXIMATE,0,1,6,1746,1233,0,40,614,23,11637,40,4385,,,,,,0,0,0
Chad,Barh El Gazal,14.7702266,16.912251,TCD,Sub-Saharan Africa,0.552,0.654,95.7,68.3,APPROXIMATE,0,1,2.66666674613953,198.5,1008,0,200,289,37,,,1302,,,,,,0,0,0
Chad,Batha,13.9371775,18.4276047,TCD,Sub-Saharan Africa,0.552,0.659,95.7,68.8,APPROXIMATE,0,1,6.5,384,443,0,30,336,41,812,3,1572,,,,,,0,0,0
Chad,Borkou/Tibesti,21.3650031,16.912251,TCD,Sub-Saharan Africa,0.552,0.537,89,60.4,APPROXIMATE,0,1,0,26,1271,0,200,1082,41,,,660,,,,,,0,0,0
Chad,Chari Baguirmi,11.2564207,16.1580937,TCD,Sub-Saharan Africa,0.552,0.646,96.9,66.7,APPROXIMATE,0,1,18.1666660308838,861,208,0,20,332,35,2450,10,2673,,,,,,0,0,0
Chad,Ennedi,17.5414578,21.8568586,TCD,Sub-Saharan Africa,0.552,0.625,96.8,64.6,APPROXIMATE,0,1,0,65,1285,0,200,865,38,,,473,,,,,,0,0,0
Chad,Guéra,11.1219015,18.4276047,TCD,Sub-Saharan Africa,0.552,0.643,95.4,67.4,APPROXIMATE,0,1,5.5,1080,327,0,110,436,37,3033,10,2476,,,,,,0,0,0
Chad,Hadjer-Lamis,12.4577273,16.7234639,TCD,Sub-Saharan Africa,0.552,0.654,95.4,68.6,APPROXIMATE,0,1,18.1666660308838,604,524,0,30,295,41,1425,4,2021,,,,,,0,0,0
Chad,Kanem,14.8781262,15.4068079,TCD,Sub-Saharan Africa,0.552,0.696,98.5,70.7,APPROXIMATE,0,1,2.66666674613953,181.5,602,0,200,351,39,,,1298,,,,,,0,0,0
Chad,Lac,13.6915377,14.1001326,TCD,Sub-Saharan Africa,0.552,0.744,98.1,75.9,APPROXIMATE,0,1,22,372.5,780,0,30,284,37,765,3,1766,,,,,,1,0,0
Chad,Logone Occidental,8.759676,15.876004,TCD,Sub-Saharan Africa,0.552,0.44,79.1,55.6,APPROXIMATE,0,1,63,1229.5,39,0,130,446,36,3044,8,2784,,,,,,0,0,0
Chad,Logone Oriental,8.3149949,16.3463791,TCD,Sub-Saharan Africa,0.552,0.504,86.3,58.4,APPROXIMATE,0,1,24.6666660308838,1298.5,441,0,60,431,31,4358,13,3236,,,,,,0,0,0
Chad,Mandoul,8.603091,17.4795173,TCD,Sub-Saharan Africa,0.552,0.529,88.1,60,APPROXIMATE,0,1,19.1666660308838,1143.5,521,0,60,369,31,3462,13,2814,,,,,,0,0,0
Chad,Mayo Kebbi Est,9.4046039,14.8454619,TCD,Sub-Saharan Africa,0.552,0.509,86.1,59.2,APPROXIMATE,0,1,52.6666679382324,1140.5,373,0,20,398,36,3916,9,2689,,,,,,0,0,0
Chad,Mayo Kebbi Ouest,10.4113014,15.5943388,TCD,Sub-Saharan Africa,0.552,0.479,85,56.3,APPROXIMATE,0,1,52.6666679382324,966,273,0,130,325,36,,,2678,,,,,,0,0,0
Chad,Moyen Chari,9.0639998,18.4276047,TCD,Sub-Saharan Africa,0.552,0.411,74.1,55.5,APPROXIMATE,0,1,19.1666660308838,1235.5,32,0,130,365,35,2555,10,2607,,,,,,0,0,0
Chad,N'Djamena,12.1348457,15.0557415,TCD,Sub-Saharan Africa,0.552,0.257,52.7,48.7,APPROXIMATE,0,1,18.1666660308838,636.5,5,46,190,296,39,,,1655,1.66666666666667,8.52,26.2,22.6,51.16,17,804,20
Chad,Ouaddaï,13.748476,20.7122465,TCD,Sub-Saharan Africa,0.552,0.683,95.3,71.7,APPROXIMATE,0,1,7.66666650772095,585,96,0,140,509,39,1194,3,1451,,,,,,0,0,0
Chad,Salamat,10.9691601,20.7122465,TCD,Sub-Saharan Africa,0.552,0.678,97.8,69.4,APPROXIMATE,0,1,2.66666674613953,1076.5,1113,0,130,444,37,2593,7,2298,,,,,,0,0,0
Chad,Sila,12.13074,21.2845025,TCD,Sub-Saharan Africa,0.552,0.697,98.9,70.4,APPROXIMATE,0,1,7.66666650772095,936,432,0,110,623,36,2479,6,2344,,,,,,0,0,0
Chad,Tandjilé,9.6625729,16.7234639,TCD,Sub-Saharan Africa,0.552,0.487,84.3,57.7,APPROXIMATE,0,1,33.6666679382324,1141.5,216,0,130,346,37,2557,8,2078,,,,,,0,0,0
Chad,Wadi Fira,15.0892416,21.4752851,TCD,Sub-Saharan Africa,0.552,0.709,99,71.6,APPROXIMATE,0,1,4.83333349227905,316,356,0,140,611,39,762,4,1531,,,,,,0,0,0
China,Central,34.0125207,-117.6893121,CHN,East Asia and the Pacific,0.017,0.013,3.2,40.5,GEOMETRIC_CENTER,0,1,2038.80505371094,261,1,63,130,223,33,,,1523,,,,,,0,0,0
China,East,35.86166,104.195397,CHN,East Asia and the Pacific,0.017,0.008,1.9,40.6,ROOFTOP,0,1,125.166664123535,358.5,170,2,20,1875,20,3059,3,1718,4.65833333333333,8.4,15.7333333333333,66.6516666666667,17.635,0,0,0
China,West,35.86166,104.195397,CHN,East Asia and the Pacific,0.017,0.034,8.1,41.9,APPROXIMATE,0,1,125.166664123535,358.5,170,2,20,1875,20,3059,3,1718,4.65833333333333,8.4,15.7333333333333,66.6516666666667,17.635,0,0,0
Colombia,Antioquia Sin Medellin,6.2936884,-75.5670192,COL,Latin America and Caribbean,0.022,0.037,9,40.8,GEOMETRIC_CENTER,0,1,5331.830078125,1719.5,7,60,190,1565,29,,,1865,,,,,,3,6,2
Colombia,"Atlantico, San Andres, Bolivar Norte",,,COL,Latin America and Caribbean,0.022,0.012,3.3,36,,0,0,,,,,,,,,,,,,,,,,,
Colombia,Barranquilla A. M.,11.0041072,-74.8069813,COL,Latin America and Caribbean,0.022,0.009,2.5,35.9,APPROXIMATE,0,1,4949.60693359375,900.5,0,63,140,54,33,,,2013,,,,,,0,0,0
Colombia,Bogota,4.7109886,-74.072092,COL,Latin America and Caribbean,0.022,0.003,0.7,35.5,APPROXIMATE,0,1,4061.83325195313,713.5,19,63,110,2555,24,,,1797,13.75,4.525,65.5,32.25,2.25,4,6,4
Colombia,"Bolivar Sur, Sucre, Cordoba",,,COL,Latin America and Caribbean,0.022,0.061,14.7,41.4,,0,0,,,,,,,,,,,,,,,,,,
Colombia,"Boyaca, Cmarca, Meta",,,COL,Latin America and Caribbean,0.022,0.018,4.7,37.8,,0,0,,,,,,,,,,,,,,,,,,
Colombia,"Caldas, Risaralda, Quindio",4.812571,-75.6944145,COL,Latin America and Caribbean,0.022,0.009,2.4,38.2,GEOMETRIC_CENTER,0,1,1754.34167480469,1843.5,2,57,130,1406,30,,,1432,,,,,,0,0,0
Colombia,Cali A.M.,3.4516467,-76.5319854,COL,Latin America and Caribbean,0.022,0.005,1.4,35.8,APPROXIMATE,0,1,1747.34997558594,1007,3,60,140,993,30,,,1238,,,,,,4,18,10
Colombia,Cauca Y Nariño Sin Litoral,,,COL,Latin America and Caribbean,0.022,0.039,8.9,44.4,,0,0,,,,,,,,,,,,,,,,,,
Colombia,"Guajira, Cesar, Magdalena",,,COL,Latin America and Caribbean,0.022,0.056,12.3,45.5,,0,0,,,,,,,,,,,,,,,,,,
Colombia,Litoral Pacifico,4.6046582,-74.068407,COL,Latin America and Caribbean,0.022,0.059,14.2,41.5,ROOFTOP,0,1,4059.96655273438,749,1,61,140,2617,23,,,987,13.75,4.525,65.5,32.25,2.25,4,6,4
Colombia,Medellin A.M.,6.244203,-75.5812119,COL,Latin America and Caribbean,0.022,0.005,1.4,35.4,APPROXIMATE,0,1,5539.1865234375,1786.5,3,60,140,1474,31,,,1418,,,,,,3,6,2
Colombia,Orinoquia Y Amazonia,,,COL,Latin America and Caribbean,0.022,0.028,7.1,39.9,,0,0,,,,,,,,,,,,,,,,,,
Colombia,Santanderes,6.6437076,-73.6536209,COL,Latin America and Caribbean,0.022,0.022,5.4,40.3,APPROXIMATE,0,1,15,2545,369,0,40,683,24,13417,32,4984,,,,,,0,0,0
Colombia,"Tolima, Huila, Caqueta",,,COL,Latin America and Caribbean,0.022,0.027,6.5,40.7,,0,0,,,,,,,,,,,,,,,,,,
Colombia,Valle Sin Cali Ni Litoral,,,COL,Latin America and Caribbean,0.022,0.012,3.3,37.1,,0,0,,,,,,,,,,,,,,,,,,
Comoros,Mwali (Mohéli),-12.3377376,43.7334089,COM,Sub-Saharan Africa,0.173,0.213,45,47.3,APPROXIMATE,0,1,210.33332824707,1292,824,0,30,340,24,15819,37,5713,,,,,,0,0,0
Comoros,Ndzuwani (Ndzouani or Anjouan),-12.2138145,44.4370606,COM,Sub-Saharan Africa,0.173,0.22,42.8,51.5,APPROXIMATE,0,1,765.833312988281,1248.5,1150,0,40,753,21,16465,33,5049,,,,,,0,0,0
Comoros,Ngazidja (Grande Comore),-11.7167338,43.3680788,COM,Sub-Saharan Africa,0.173,0.116,27.6,42.3,APPROXIMATE,0,1,390.666656494141,1374.5,1392,0,40,1848,22,8364,8,2951,,,,,,0,0,0
"Congo, Democratic Republic of the",Bandundu,-4.163679,18.8076195,COD,Sub-Saharan Africa,0.401,0.435,83.7,52,APPROXIMATE,0,1,87.5233306884766,1750,178,0,40,398,26,7169,17,3910,,,,,,0,0,0
"Congo, Democratic Republic of the",Bas-Congo,-5.2365685,13.914399,COD,Sub-Saharan Africa,0.401,0.393,74.2,53,APPROXIMATE,0,1,38.5,1153,271,0,210,175,25,10923,3,1101,,,,,,0,0,0
"Congo, Democratic Republic of the",Kasai-Occidental,-5.3205473,21.8568586,COD,Sub-Saharan Africa,0.401,0.49,87.1,56.2,APPROXIMATE,0,1,36.5,1872.5,201,0,30,578,25,11891,43,4843,,,,,,0,0,0
"Congo, Democratic Republic of the",Kasai-Oriental,-6.033623,23.5728501,COD,Sub-Saharan Africa,0.401,0.431,80.7,53.4,APPROXIMATE,0,1,379.678344726563,1904,49,0,30,603,28,4590,13,3207,,,,,,0,0,0
"Congo, Democratic Republic of the",Katanga,-8.8851145,26.419389,COD,Sub-Saharan Africa,0.401,0.4,72.4,55.2,APPROXIMATE,0,1,23.3333339691162,992.5,172,0,50,612,31,7907,16,3841,,,,,,0,0,0
"Congo, Democratic Republic of the",Kinshasa,-4.4419311,15.2662931,COD,Sub-Saharan Africa,0.401,0.102,23.4,43.6,APPROXIMATE,0,1,6304.21337890625,1504,22,30,110,454,29,,,3061,,,,,,1,1,1
"Congo, Democratic Republic of the",Maniema,-3.0730929,26.0413889,COD,Sub-Saharan Africa,0.401,0.409,78,52.4,APPROXIMATE,0,1,10.3966665267944,1929,135,0,30,514,25,12928,43,5093,,,,,,0,0,0
"Congo, Democratic Republic of the",Nord-Kivu,-0.7917729,29.0459927,COD,Sub-Saharan Africa,0.401,0.349,67,52.1,APPROXIMATE,0,1,10.960000038147,1218.5,201,0,50,1473,25,10604,21,4341,31,4.46,48.2,28,24,22,98,79
"Congo, Democratic Republic of the",Orientale,1.6406296,26.419389,COD,Sub-Saharan Africa,0.401,0.401,77.4,51.8,APPROXIMATE,0,1,6.16666650772095,2096,570,0,40,561,24,12653,49,4547,,,,,,0,0,0
"Congo, Democratic Republic of the",Sud-Kivu,-3.011658,28.299435,COD,Sub-Saharan Africa,0.401,0.462,82.9,55.8,APPROXIMATE,0,1,37.6666679382324,1804.5,153,0,40,1146,23,13572,41,4182,,,,,,13,988,33
"Congo, Democratic Republic of the",Équateur,0.5640036,20.3308814,COD,Sub-Saharan Africa,0.401,0.48,87.5,54.8,APPROXIMATE,0,1,8.8333330154419,2509.5,1239,0,40,381,25,11807,43,4433,,,,,,0,0,0
"Congo, Republic of",Bouenza,-4.1128079,13.7289167,COG,Sub-Saharan Africa,0.181,0.274,56.2,48.7,APPROXIMATE,0,1,20.2999992370605,1378,167,0,30,238,27,10947,10,3281,9.33333333333333,5.225,30,13,57.025,0,0,0
"Congo, Republic of",Brazzaville,-4.2633597,15.2428853,COG,Sub-Saharan Africa,0.181,0.103,24.7,41.8,APPROXIMATE,0,1,305.353332519531,1478.5,3,55,120,311,29,,,2338,,,,,,20,85,26
"Congo, Republic of",Cuvette,-0.2877446,16.1580937,COG,Sub-Saharan Africa,0.181,0.246,53.4,46.1,APPROXIMATE,0,1,3.83333325386047,1826,908,0,160,338,25,13434,39,4492,,,,,,0,0,0
"Congo, Republic of",Cuvette-Ouest,0.144755,14.4723301,COG,Sub-Saharan Africa,0.181,0.312,66.5,46.9,APPROXIMATE,0,1,0.650000035762787,1752,839,0,40,403,24,13852,36,4656,,,,,,0,0,0
"Congo, Republic of",Kouilou,-4.1428413,11.8891721,COG,Sub-Saharan Africa,0.181,0.352,73.5,47.9,APPROXIMATE,0,1,3.83333325386047,1337,293,0,30,19,24,13237,12,4165,,,,,,0,0,0
"Congo, Republic of",Likouala,2.043924,17.668887,COG,Sub-Saharan Africa,0.181,0.304,67.3,45.1,APPROXIMATE,0,1,0.16666667163372,1917,1553,0,160,342,26,11354,34,3859,,,,,,0,0,0
"Congo, Republic of",Lékoumou,-3.170382,13.3587288,COG,Sub-Saharan Africa,0.181,0.323,64.1,50.4,APPROXIMATE,0,1,3.83333325386047,1774.5,229,0,40,622,24,10615,13,3848,,,,,,0,0,0
"Congo, Republic of",Niari,-3.18427,12.2547919,COG,Sub-Saharan Africa,0.181,0.238,52,45.7,APPROXIMATE,0,1,6.68333339691162,1395.5,666,0,130,160,28,7771,9,2971,,,,,,0,0,0
"Congo, Republic of",Plateaux,-2.0680088,15.4068079,COG,Sub-Saharan Africa,0.181,0.357,72.2,49.4,APPROXIMATE,0,1,5.7350001335144,1870,853,0,110,494,30,8211,11,3115,,,,,,0,0,0
"Congo, Republic of",Pointe-Noire,-4.7691623,11.866362,COG,Sub-Saharan Africa,0.181,0.094,22,42.8,APPROXIMATE,0,1,235.33332824707,1133.5,3,55,170,12,26,,,1800,,,,,,3,3,0
"Congo, Republic of",Pool,-3.7762628,14.8454619,COG,Sub-Saharan Africa,0.181,0.299,65,46,APPROXIMATE,0,1,2.52999997138977,1704.5,169,0,130,591,27,10571,9,3359,,,,,,0,0,0
"Congo, Republic of",Sangha,1.4662328,15.4068079,COG,Sub-Saharan Africa,0.181,0.285,55.9,51,APPROXIMATE,0,1,1.28333330154419,1756,1486,0,40,601,24,13484,40,4705,,,,,,0,0,0
Cote d'Ivoire,Centre,5.3020031,-3.9917952,CIV,Sub-Saharan Africa,0.31,0.359,65.6,54.8,GEOMETRIC_CENTER,0,1,5001.875,1438,103,59,190,6,28,,,1148,,,,,,1,1,1
Cote d'Ivoire,Centre-Est,,,CIV,Sub-Saharan Africa,0.31,0.297,57.1,52,,0,0,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Centre-Nord,5.3561427,-3.9666402,CIV,Sub-Saharan Africa,0.31,0.322,62.5,51.6,GEOMETRIC_CENTER,0,1,5028.06640625,1433,14,54,190,25,30,,,1988,,,,,,1,1,1
Cote d'Ivoire,Centre-Ouest,,,CIV,Sub-Saharan Africa,0.31,0.334,63.3,52.7,,0,0,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Nord,5.361844,-4.0231596,CIV,Sub-Saharan Africa,0.31,0.477,78,61.2,GEOMETRIC_CENTER,0,1,5133,1435.5,8,59,190,45,30,,,1486,,,,,,71,294,199
Cote d'Ivoire,Nord-Est,5.308613,-3.9468284,CIV,Sub-Saharan Africa,0.31,0.374,69.3,54,GEOMETRIC_CENTER,0,1,2945.94995117188,1455,116,43,190,4,26,,,1178,,,,,,1,1,1
Cote d'Ivoire,Nord-Ouest,7.7027827,-5.036833,CIV,Sub-Saharan Africa,0.31,0.518,85.6,60.5,GEOMETRIC_CENTER,0,1,305,1061.5,3,55,190,352,33,,,2243,,,,,,0,0,0
Cote d'Ivoire,Ouest,7.539989,-5.54708,CIV,Sub-Saharan Africa,0.31,0.38,72,52.7,APPROXIMATE,0,1,96.5,1098.5,312,1,30,235,27,12761,10,4070,,,,,,0,0,0
Cote d'Ivoire,Sud sans Abidjan,,,CIV,Sub-Saharan Africa,0.31,0.264,53,49.9,,0,0,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,Sud-ouest,4.7459773,-6.6143386,CIV,Sub-Saharan Africa,0.31,0.394,75.2,52.4,GEOMETRIC_CENTER,0,1,116.550003051758,1096.5,3,17,40,24,,,,2671,,,,,,1,1,1
Cote d'Ivoire,Ville d'Abidjan,5.3187187,-4.0195104,CIV,Sub-Saharan Africa,0.31,0.109,25.2,43.1,GEOMETRIC_CENTER,0,1,5133,1432.5,2,59,190,27,27,,,1818,,,,,,71,294,199
Djibouti,Djibouti,11.825138,42.590275,DJI,Arab States,0.139,0.125,26.8,46.8,APPROXIMATE,0,1,6.66666650772095,259,184,0,140,1305,36,,,606,,,,,,0,0,0
Djibouti,Other Districts,,,DJI,Arab States,0.139,0.214,44,48.7,,0,0,,,,,,,,,,,,,,,,,,
Dominican Republic,Cibao Nordeste,,,DOM,Latin America and Caribbean,0.034,0.028,7.5,36.9,,0,0,,,,,,,,,,,,,,,,,,
Dominican Republic,Cibao Noroeste,18.8679349,-71.1225531,DOM,Latin America and Caribbean,0.034,0.047,11.6,40.3,GEOMETRIC_CENTER,0,1,68.1666641235352,969,270,0,30,823,28,12729,21,4160,,,,,,0,0,0
Dominican Republic,Cibao Norte,18.4819717,-70.0035575,DOM,Latin America and Caribbean,0.034,0.028,7.6,37.2,GEOMETRIC_CENTER,0,1,1684.05505371094,1269.5,13,62,140,34,31,,,3066,,,,,,0,0,0
Dominican Republic,Cibao Sur,18.8679349,-71.1225531,DOM,Latin America and Caribbean,0.034,0.03,8.1,36.5,GEOMETRIC_CENTER,0,1,68.1666641235352,969,270,0,30,823,28,12729,21,4160,,,,,,0,0,0
Dominican Republic,Del Yuma,18.3785402,-68.6111642,DOM,Latin America and Caribbean,0.034,0.039,9.9,39.9,APPROXIMATE,0,1,66.5,962,33,3,14,24,27,10477,16,4803,,,,,,0,0,0
Dominican Republic,El Valle,18.9771643,-69.3786383,DOM,Latin America and Caribbean,0.034,0.078,18,43.3,APPROXIMATE,0,1,63,1542.5,65,7,30,36,27,13958,42,4767,,,,,,0,0,0
Dominican Republic,Enriquillo,18.4787964,-71.5961328,DOM,Latin America and Caribbean,0.034,0.055,13.4,41.2,APPROXIMATE,0,1,69.8166656494141,679.5,88,0,210,-42,26,,,-176,,,,,,0,0,0
Dominican Republic,Higuamo,18.4414575,-69.3160626,DOM,Latin America and Caribbean,0.034,0.043,10.5,40.5,APPROXIMATE,0,1,177.449996948242,964,,30,210,-1,,,,502,,,,,,0,0,0
Dominican Republic,Metropolitana,18.4647825,-69.9365187,DOM,Latin America and Caribbean,0.034,0.028,7.5,36.7,GEOMETRIC_CENTER,0,1,2055,1227.5,15,62,140,59,32,,,1610,,,,,,0,0,0
Dominican Republic,Valdesia,18.41386,-70.277748,DOM,Latin America and Caribbean,0.034,0.04,10.1,39.8,APPROXIMATE,0,1,206.926666259766,1025,21,3,30,274,26,18265,27,5469,,,,,,0,0,0
Ecuador,Amazon,-0.219104,-78.510939,ECU,Latin America and Caribbean,0.013,0.046,11.2,41.3,GEOMETRIC_CENTER,0,1,3717.92163085938,866.5,3,62,110,2823,28,,,832,37.2895833333333,6.04,12.4791666666667,44.2229166666667,43.3,0,0,0
Ecuador,Coast,-0.9422027,-80.7303634,ECU,Latin America and Caribbean,0.013,0.01,2.6,37.6,GEOMETRIC_CENTER,0,1,649.716674804688,124.5,0,60,190,27,25,,,1084,,,,,,0,0,0
Ecuador,Galapagos Island,-0.383106,-90.4233344,ECU,Latin America and Caribbean,0.013,0.003,0.8,36.5,APPROXIMATE,0,1,0,12,,0,210,-170,,,,,,,,,,0,0,0
Ecuador,Mountains,-1.4693018,-78.8169396,ECU,Latin America and Caribbean,0.013,0.014,3.5,38.3,APPROXIMATE,0,1,50.9150009155274,684.5,2055,0,220,6074,5,,,-227,,,,,,0,0,0
Egypt,Alexandria,31.2000924,29.9187387,EGY,Arab States,0.014,0.004,1.3,33.3,APPROXIMATE,0,1,18887.5859375,110,0,63,190,14,27,,,1358,,,,,,15,39,2
Egypt,Assuit,27.1783117,31.1859257,EGY,Arab States,0.014,0.038,9.6,39.4,APPROXIMATE,0,1,3097.20336914063,7,2,62,190,60,33,,,857,,,,,,3,6,0
Egypt,Aswan,24.088938,32.8998293,EGY,Arab States,0.014,0.013,3.4,37.8,APPROXIMATE,0,1,909.924987792969,6.5,2,63,190,102,35,,,893,,,,,,3,26,0
Egypt,Behera,30.8480986,30.3435506,EGY,Arab States,0.014,0.012,2.9,41.8,APPROXIMATE,0,1,798.288330078125,70,97,13,11,2,28,4877,11,3475,,,,,,0,0,0
Egypt,Beni Suef,29.0661274,31.0993845,EGY,Arab States,0.014,0.017,4.7,35.9,APPROXIMATE,0,1,2392.14331054688,15.5,3,60,190,29,30,,,1672,,,,,,1,1,0
Egypt,Cairo,30.0444196,31.2357116,EGY,Arab States,0.014,0.006,1.8,33.9,APPROXIMATE,0,1,15903.5263671875,26.5,2,63,190,32,30,,,657,,,,,,26,141,27
Egypt,Dakahlia,31.0832017,31.4913182,EGY,Arab States,0.014,0.005,1.5,34.4,APPROXIMATE,0,1,2682.85327148438,59,12,47,11,5,27,3743,9,2573,,,,,,0,0,0
Egypt,Damietta,31.4175388,31.8144434,EGY,Arab States,0.014,0.011,3.1,37.3,APPROXIMATE,0,1,2213.16674804687,81,2,61,190,12,29,,,1018,,,,,,3,3,0
Egypt,Fayoum,29.3084021,30.8428497,EGY,Arab States,0.014,0.022,5.8,38.8,APPROXIMATE,0,1,2023.330078125,15.5,1,62,190,27,32,,,1043,,,,,,2,3,0
Egypt,Gharbia,30.8753556,31.03351,EGY,Arab States,0.014,0.006,1.6,36.5,APPROXIMATE,0,1,2752.2666015625,52.5,63,27,130,6,28,3157,7,2753,,,,,,0,0,0
Egypt,Giza,30.0130557,31.2088526,EGY,Arab States,0.014,0.018,4.7,37.7,APPROXIMATE,0,1,15903.5263671875,26.5,0,63,190,26,30,,,787,,,,,,26,141,27
Egypt,Ismailia,30.5964923,32.2714587,EGY,Arab States,0.014,0.009,2.5,35.5,APPROXIMATE,0,1,677.539978027344,33.5,1,63,190,12,31,,,889,,,,,,0,0,0
Egypt,Kafr El-Sheikh,31.1063198,30.9419751,EGY,Arab States,0.014,0.006,1.7,34.6,APPROXIMATE,0,1,1177.16662597656,68,1,59,190,7,30,,,1825,,,,,,0,0,0
Egypt,Kalyubia,30.3292368,31.2168466,EGY,Arab States,0.014,0.005,1.4,35.4,APPROXIMATE,0,1,2170.908203125,36.5,21,35,11,13,27,3744,9,3404,,,,,,0,0,0
Egypt,Luxor,25.6872431,32.6396357,EGY,Arab States,0.014,0.015,4,38.4,APPROXIMATE,0,1,1908.30834960938,6,4,62,190,83,33,,,1492,,,,,,0,0,0
Egypt,Matroh,31.3543445,27.2373159,EGY,Arab States,0.014,0.036,8.8,40.7,APPROXIMATE,0,1,5.75,24,0,61,190,6,27,,,843,,,,,,0,0,0
