Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,PercPoverty,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Conflicts_total,Conflicts_totalDeaths,Conflicts_totalDeathsCivilians
Honduras,Cortés,15.4909515,-87.9334803,HND,Latin America and Caribbean,0.072,0.026,6,42.5,APPROXIMATE,0,1,904.978332519531,1125.5,16,42,110,53,31,11104,11,4532,,,,,,1,4,0
Honduras,El Paraíso,14.0736932,-86.4187308,HND,Latin America and Caribbean,0.072,0.095,20.9,45.2,APPROXIMATE,0,1,81.3650054931641,759,103,3,14,494,31,10658,14,3992,,,,,,0,0,0
Honduras,Francisco Morazán,14.45411,-87.0624261,HND,Latin America and Caribbean,0.072,0.031,6.9,44.3,APPROXIMATE,0,1,66.8150024414063,843.5,51,5,30,774,30,9596,9,3834,,,,,,0,0,0
Honduras,Gracias a Dios,15.341806,-84.6060449,HND,Latin America and Caribbean,0.072,0.124,29.5,42.2,APPROXIMATE,0,1,0.699999988079071,2247,894,0,40,49,26,14266,47,6042,,,,,,0,0,0
Honduras,Intibucá,14.372734,-88.2461183,HND,Latin America and Caribbean,0.072,0.139,29.9,46.4,APPROXIMATE,0,1,94.7083358764649,1338,124,0,40,1976,20,13816,41,4410,,,,,,0,0,0
Honduras,Islas de la Bahía,16.3526078,-86.4895463,HND,Latin America and Caribbean,0.072,0.017,4.5,38.2,APPROXIMATE,0,1,182.20832824707,1543,173,14,30,93,26,16385,59,6106,,,,,,0,0,0
Honduras,La Paz,13.9984833,-87.9334803,HND,Latin America and Caribbean,0.072,0.107,23.5,45.6,APPROXIMATE,0,1,25.7916660308838,1679.5,473,0,50,1045,28,11376,17,3570,,,,,,0,0,0
Honduras,Lempira,14.1887698,-88.556531,HND,Latin America and Caribbean,0.072,0.201,41.9,48,APPROXIMATE,0,1,57.0066680908203,1765.5,217,0,40,1977,23,13814,20,4327,,,,,,0,0,0
Honduras,Ocotepeque,14.4345368,-89.1836929,HND,Latin America and Caribbean,0.072,0.109,22.5,48.2,APPROXIMATE,0,1,279.040008544922,1388.5,138,15,30,808,30,8591,6,3052,,,,,,0,0,0
Honduras,Olancho,14.8067406,-85.7666645,HND,Latin America and Caribbean,0.072,0.089,19.2,46.5,APPROXIMATE,0,1,32.810001373291,1065,217,0,30,340,31,11516,10,4373,,,,,,0,0,0
Honduras,Santa Bárbara,15.1202795,-88.4016041,HND,Latin America and Caribbean,0.072,0.076,16.9,45.1,APPROXIMATE,0,1,119.25,1292,121,1,40,778,25,13973,42,4605,,,,,,0,0,0
Honduras,Valle,13.5782936,-87.5791287,HND,Latin America and Caribbean,0.072,0.068,15.7,43.1,APPROXIMATE,0,1,84.5783309936524,1775,92,0,20,125,33,12174,20,4085,,,,,,0,0,0
Honduras,Yoro,15.1369653,-87.1273253,HND,Latin America and Caribbean,0.072,0.073,16.4,44.6,APPROXIMATE,0,1,211.91667175293,975,90,12,20,643,30,10428,8,3163,,,,,,0,0,0
Indonesia,Aceh,4.695135,96.7493993,IDN,East Asia and the Pacific,0.066,0.077,18.3,42,APPROXIMATE,0,1,202.301666259766,1862,360,1,20,1023,25,13809,48,5420,,,,,,0,0,0
Indonesia,Bali,-8.4095178,115.188916,IDN,East Asia and the Pacific,0.066,0.042,10.3,40.9,APPROXIMATE,0,1,426.678344726563,1440,72,6,20,450,26,15759,37,4755,,,,,,0,0,0
Indonesia,Bangka Belitung,-2.7410513,106.4405872,IDN,East Asia and the Pacific,0.066,0.053,13.4,39.2,APPROXIMATE,0,1,16.9950008392334,1942.5,231,0,14,28,28,14487,28,5055,,,,,,0,0,0
Indonesia,Banten,-6.4058172,106.0640179,IDN,East Asia and the Pacific,0.066,0.075,17.5,42.7,APPROXIMATE,0,1,642.033325195313,2455,95,3,40,120,28,16540,43,4982,,,,,,0,0,0
Indonesia,Bengkulu,-3.7928451,102.2607641,IDN,East Asia and the Pacific,0.066,0.059,13.4,44.1,APPROXIMATE,0,1,582.416687011719,2716,0,33,11,18,30,11734,5,2257,,,,,,0,0,0
Indonesia,Central Java,-7.150975,110.1402594,IDN,East Asia and the Pacific,0.066,0.053,12.9,41.3,APPROXIMATE,0,1,333.116668701172,2290,284,1,20,297,28,16238,22,4745,,,,,,0,0,0
Indonesia,Central Kalimantan,-1.6814878,113.3823545,IDN,East Asia and the Pacific,0.066,0.084,19.1,44.3,APPROXIMATE,0,1,13.1166667938232,2926.5,2753,0,40,72,27,12094,25,4312,,,,,,0,0,0
Indonesia,Central Sulawesi,-1.4300254,121.4456179,IDN,East Asia and the Pacific,0.066,0.132,27.8,47.5,APPROXIMATE,0,1,0.639999985694885,1660.5,1877,0,40,1768,19,13579,26,4024,,,,,,0,0,0
Indonesia,DI Yogyakarta,-7.8753849,110.4262088,IDN,East Asia and the Pacific,0.066,0.025,6.3,38.7,APPROXIMATE,0,1,1337.16674804688,1714.5,48,7,20,87,30,10542,10,4196,,,,,,0,0,0
Indonesia,DKI Jakarta,-6.17511,106.8650395,IDN,East Asia and the Pacific,0.066,0.029,7.8,36.8,APPROXIMATE,0,1,17583.533203125,1731.5,12,63,190,8,38,7823,2,1356,,,,,,0,0,0
Indonesia,East Java,-7.5360639,112.2384017,IDN,East Asia and the Pacific,0.066,0.055,13,42.5,APPROXIMATE,0,1,2858.466796875,1699.5,6,34,14,41,34,9046,7,2401,,,,,,0,0,0
Indonesia,East Kalimantan,0.5386586,116.419389,IDN,East Asia and the Pacific,0.066,0.058,14.1,41.3,APPROXIMATE,0,1,3.04999995231628,2411,815,0,14,67,26,13953,30,5141,,,,,,0,0,0
Indonesia,East Nusa Tenggara,-8.6573819,121.0793705,IDN,East Asia and the Pacific,0.066,0.164,34,48.3,APPROXIMATE,0,1,80.5666656494141,1047.5,333,0,20,339,31,13602,21,3978,,,,,,0,0,0
Indonesia,Gorontalo,0.6999372,122.4467238,IDN,East Asia and the Pacific,0.066,0.128,26.6,47.9,APPROXIMATE,0,1,17.9249992370605,1323.5,252,1,20,50,29,11150,11,4350,,,,,,0,0,0
Indonesia,Jambi,-1.6101229,103.6131203,IDN,East Asia and the Pacific,0.066,0.072,17,42.4,APPROXIMATE,0,1,3052.16674804688,2068,5,50,190,18,32,,,3371,,,,,,0,0,0
Indonesia,Lampung,-4.5585849,105.4068079,IDN,East Asia and the Pacific,0.066,0.065,15.2,42.9,APPROXIMATE,0,1,0,2416.5,269,10,20,28,31,10156,8,3751,,,,,,0,0,0
Indonesia,Maluku,-2.8614979,129.5765974,IDN,East Asia and the Pacific,0.066,0.105,23,45.8,APPROXIMATE,0,1,6.05000019073486,1801.5,484,0,30,29,26,14980,41,5297,,,,,,0,0,0
Indonesia,North Maluku,1.5709993,127.8087693,IDN,East Asia and the Pacific,0.066,0.129,28.2,45.7,APPROXIMATE,0,1,5.82999992370606,1614.5,959,0,40,307,25,14896,42,5219,,,,,,0,0,0
Indonesia,North Sulawesi,0.6246932,123.9750018,IDN,East Asia and the Pacific,0.066,0.059,13.1,45.2,APPROXIMATE,0,1,108.425003051758,1488,569,0,40,466,23,14898,43,5594,,,,,,0,0,0
Indonesia,North Sumatera,2.1153547,99.5450974,IDN,East Asia and the Pacific,0.066,0.071,16,44.3,APPROXIMATE,0,1,0.908333301544189,2370.5,630,0,40,1566,21,11118,13,3773,,,,,,0,0,0
Indonesia,Papua,-4.269928,138.0803529,IDN,East Asia and the Pacific,0.066,0.234,44.6,52.6,APPROXIMATE,0,1,2.55666661262512,2963.5,6325,0,40,1266,21,11003,27,4809,,,,,,0,0,0
Indonesia,Riau,0.2933469,101.7068294,IDN,East Asia and the Pacific,0.066,0.053,13.2,40.2,APPROXIMATE,0,1,302.190002441406,2293,324,0,160,29,27,12166,31,4929,,,,,,0,0,0
Indonesia,Riau Islands,3.9456514,108.1428669,IDN,East Asia and the Pacific,0.066,0.041,10.1,40.2,APPROXIMATE,0,1,30.6416664123535,1998,1247,0,40,26,27,14445,29,4142,,,,,,0,0,0
Indonesia,South Kalimantan,-3.0926415,115.2837585,IDN,East Asia and the Pacific,0.066,0.085,18.5,45.9,APPROXIMATE,0,1,14.0766668319702,2217,264,0,20,160,27,14558,40,5099,,,,,,0,0,0
Indonesia,South Sulawesi,-3.6687994,119.9740534,IDN,East Asia and the Pacific,0.066,0.063,15.3,41.5,APPROXIMATE,0,1,25.921667098999,1928.5,118,0,30,287,25,15302,46,5587,,,,,,0,0,0
Indonesia,South Sumatera,-3.3194374,103.914399,IDN,East Asia and the Pacific,0.066,0.054,12.7,42,APPROXIMATE,0,1,112.558334350586,2619,139,4,20,64,27,15421,39,5368,,,,,,0,0,0
Indonesia,Southeast Sulawesi,-4.14491,122.174605,IDN,East Asia and the Pacific,0.066,0.109,23,47.3,APPROXIMATE,0,1,63.966667175293,1705,135,0,14,43,28,15279,20,4664,,,,,,0,0,0
Indonesia,West Java,-7.090911,107.668887,IDN,East Asia and the Pacific,0.066,0.057,14.4,39.5,APPROXIMATE,0,1,2042.17333984375,1896,145,6,40,946,27,14656,40,4293,,,,,,0,0,0
Indonesia,West Kalimantan,-0.2787808,111.4752851,IDN,East Asia and the Pacific,0.066,0.086,18.6,46.2,APPROXIMATE,0,1,24.0683326721191,3040.5,684,0,14,48,27,13474,36,5425,,,,,,0,0,0
Indonesia,West Nusa Tenggara,-8.6529334,117.3616476,IDN,East Asia and the Pacific,0.066,0.121,26.6,45.3,APPROXIMATE,0,1,28.9500007629395,1315.5,606,0,30,457,26,9147,11,4901,,,,,,0,0,0
Indonesia,West Papua,-4.185235,136.8252838,IDN,East Asia and the Pacific,0.066,0.122,25.2,48.5,APPROXIMATE,0,1,6.48166656494141,3344,3350,0,40,1426,21,8681,13,3865,,,,,,0,0,0
Indonesia,West Sulawesi,-2.8441371,119.2320784,IDN,East Asia and the Pacific,0.066,0.161,31.8,50.6,APPROXIMATE,0,1,60.4766654968262,1862.5,784,0,40,1757,19,13719,23,4287,,,,,,0,0,0
Indonesia,West Sumatera,-0.7399397,100.8000051,IDN,East Asia and the Pacific,0.066,0.056,13.5,41.2,APPROXIMATE,0,1,134.496673583984,2252,166,0,20,411,25,14379,43,5253,,,,,,0,0,0
Iraq,Al-Anbar,32.5597614,41.9196471,IRQ,Arab States,0.045,0.052,14,37.3,APPROXIMATE,0,1,9.16666698455811,104.5,359,0,200,385,33,,,964,,,,,,0,0,0
Iraq,Al-Muthanna,29.9133171,45.2993862,IRQ,Arab States,0.045,0.079,19.9,39.5,APPROXIMATE,0,1,6.66666650772095,119.5,416,0,200,260,34,,,941,,,,,,0,0,0
Iraq,Al-Najaf,32.027376,44.3331165,IRQ,Arab States,0.045,0.055,14.1,39,APPROXIMATE,0,1,27.5,128,5,61,200,47,33,,,767,,,,,,0,0,0
Iraq,Al-Qadisiya,32.043691,45.1494505,IRQ,Arab States,0.045,0.082,19.6,42.1,APPROXIMATE,0,1,92.5,143.5,35,4,150,21,35,719,4,1732,,,,,,0,0,0
Iraq,Babil,32.468191,44.5501935,IRQ,Arab States,0.045,0.042,10.8,38.4,APPROXIMATE,0,1,172.16667175293,155,39,4,150,28,36,431,2,1266,,,,,,24,445,246
Iraq,Baghdad,33.3128057,44.3614875,IRQ,Arab States,0.045,0.027,7.5,36,APPROXIMATE,0,1,1421.16662597656,181,10,63,190,39,32,,,1211,,,,,,0,0,0
Iraq,Basrah,30.5081033,47.7834888,IRQ,Arab States,0.045,0.045,12.5,35.9,APPROXIMATE,0,1,124.666664123535,171.5,7,62,200,3,34,,,793,0.62,7.98,7.4,6.8,85.8,26,362,61
Iraq,Diyala,33.7733487,45.1494505,IRQ,Arab States,0.045,0.038,10,37.9,APPROXIMATE,0,1,57.8333320617676,222.5,214,0,200,43,35,388,2,836,,,,,,24,222,145
Iraq,Dohuk,36.8679054,42.9488574,IRQ,Arab States,0.045,0.031,8.7,35.3,APPROXIMATE,0,1,55.1666679382324,496.5,20,30,150,534,33,1432,4,1583,,,,,,1,0,0
Iraq,Erbil,36.2062933,44.0088697,IRQ,Arab States,0.045,0.031,8.2,37.7,APPROXIMATE,0,1,84.1666641235352,449.5,1,59,200,411,29,,,702,,,,,,0,0,0
Iraq,Karbala,32.6068464,44.0103922,IRQ,Arab States,0.045,0.053,12.4,43,APPROXIMATE,0,1,9.16666698455811,136.5,4,61,200,35,32,,,1024,,,,,,0,0,0
Iraq,Kirkuk,35.4655761,44.3803921,IRQ,Arab States,0.045,0.035,9.8,35.5,APPROXIMATE,0,1,137.66667175293,308.5,3,62,200,339,33,,,976,3.26,7.56,34.4,62.6,3,91,1238,136
Iraq,Missan,31.8734002,47.1362125,IRQ,Arab States,0.045,0.098,24.1,40.6,APPROXIMATE,0,1,36.6666679382324,189,5,53,200,9,36,,,729,,,,,,2,4,2
Iraq,Ninewa,36.229574,42.2362435,IRQ,Arab States,0.045,0.054,13.8,39.2,APPROXIMATE,0,1,55,267.5,338,0,200,299,35,,,1273,,,,,,1,16,0
Iraq,Salahaddin,34.5337527,43.483738,IRQ,Arab States,0.045,0.054,13.8,39.1,APPROXIMATE,0,1,36,146,79,1,150,124,34,567,2,989,,,,,,0,0,0
Iraq,Suleimaniya,35.5570454,45.4359425,IRQ,Arab States,0.045,0.01,2.7,34.9,APPROXIMATE,0,1,96,536.5,2,51,200,832,25,,,836,,,,,,2,1,0
Iraq,Thi-Qar,31.1042292,46.3624686,IRQ,Arab States,0.045,0.06,15.3,39.5,APPROXIMATE,0,1,81.6666641235352,143.5,30,4,110,4,37,465,2,1092,,,,,,8,63,45
Iraq,Wasit,32.6024094,45.7520985,IRQ,Arab States,0.045,0.058,14.2,40.8,APPROXIMATE,0,1,43.1666679382324,164.5,65,0,200,16,37,,,682,,,,,,0,0,0
Jamaica,Clarendon,17.9557183,-77.2405153,JAM,Latin America and Caribbean,0.007,0.014,3.7,37.9,APPROXIMATE,0,1,200.16667175293,1043,3,40,20,80,31,8473,10,3974,,,,,,0,0,0
Jamaica,Hanover,18.4097707,-78.133638,JAM,Latin America and Caribbean,0.007,0.007,1.9,35.4,APPROXIMATE,0,1,132,1386,68,5,40,78,28,15522,55,5605,,,,,,0,0,0
Jamaica,Kingston,18.0178743,-76.8099041,JAM,Latin America and Caribbean,0.007,0.009,2.2,39.1,APPROXIMATE,0,1,1018.17163085937,943,4,63,190,56,34,,,2719,,,,,,0,0,0
Jamaica,Manchester,18.0669654,-77.5160788,JAM,Latin America and Caribbean,0.007,0.006,1.5,36.6,APPROXIMATE,0,1,232.16667175293,1479,41,43,30,578,26,14122,44,4757,18.85,5.96666666666667,40.3,57.3666666666667,2.36666666666667,0,0,0
Jamaica,Portland,18.0844274,-76.4100267,JAM,Latin America and Caribbean,0.007,0.004,1.2,36.1,APPROXIMATE,0,1,95,1652.5,359,2,40,432,24,14387,43,6509,,,,,,0,0,0
Jamaica,St.  Andrew,18.0391345,-76.7567368,JAM,Latin America and Caribbean,0.007,0.007,1.9,39.8,APPROXIMATE,0,1,926.816650390625,1041,9,58,40,387,29,14261,42,4905,14.8643333333333,4.96433333333333,17.0066666666667,18,68.6666666666667,0,0,0
Jamaica,St. Ann,18.3281428,-77.2405153,JAM,Latin America and Caribbean,0.007,0.004,1.1,38.3,APPROXIMATE,0,1,131.83332824707,1470.5,128,1,40,740,24,14186,41,5076,,,,,,0,0,0
Jamaica,St. Catherine,18.0364134,-77.0564464,JAM,Latin America and Caribbean,0.007,0.004,0.8,41.8,APPROXIMATE,0,1,429.833343505859,1076.5,22,13,40,171,27,14628,51,5093,10.9201923076923,6.74602564102564,59.3871794871795,25.9089743589744,14.5858974358974,0,0,0
Jamaica,St. Elizabeth,18.0788461,-77.6994197,JAM,Latin America and Caribbean,0.007,0.013,3.2,41.5,APPROXIMATE,0,1,129.098327636719,1317,168,11,40,6,29,15956,61,4913,,,,,,0,0,0
Jamaica,St. James,18.3923184,-77.8595963,JAM,Latin America and Caribbean,0.007,0.003,0.7,38.5,APPROXIMATE,0,1,273.5,1677.5,74,8,30,468,25,15283,55,5973,22.8626736111111,6.33875,59.7864583333333,29.1675347222222,11.0465277777778,0,0,0
Jamaica,St. Mary,18.3092711,-76.964306,JAM,Latin America and Caribbean,0.007,0.009,2.7,34.9,APPROXIMATE,0,1,172.83332824707,1433,214,4,40,305,25,14862,48,5972,,,,,,0,0,0
Jamaica,St. Thomas,17.9700261,-76.4331698,JAM,Latin America and Caribbean,0.007,0.006,1.5,41.4,APPROXIMATE,0,1,126.166664123535,1553,88,3,20,419,25,14774,48,5867,,,,,,0,0,0
Jamaica,Trelawny,18.3526143,-77.6077865,JAM,Latin America and Caribbean,0.007,0.016,3.8,41.4,APPROXIMATE,0,1,78.5,1379,341,0,40,348,25,15114,50,5180,,,,,,0,0,0
Jamaica,Westmoreland,18.2944378,-78.1564432,JAM,Latin America and Caribbean,0.007,0.004,1,40.2,APPROXIMATE,0,1,204,1454.5,51,17,30,12,31,7789,11,4075,124.583333333333,6.05916666666667,70.6722222222222,17.6166666666667,11.7111111111111,0,0,0
Jordan,Central,40.6195724,-111.5993254,JOR,Arab States,0.006,0.005,1.6,34.9,GEOMETRIC_CENTER,0,1,41.8833351135254,585.5,32,23,70,2518,6,4469,6,2272,,,,,,0,0,0
Jordan,North,30.585164,36.238414,JOR,Arab States,0.006,0.006,1.8,35.5,APPROXIMATE,0,1,1.5,58,452,1,200,909,31,,,892,,,,,,0,0,0
Jordan,South,40.5621704,-111.929658,JOR,Arab States,0.006,0.008,2.2,34.2,APPROXIMATE,0,1,1058.73168945313,304,9,63,110,1352,21,,,2434,6.05,8.13333333333333,37.6,55.7,6.7,0,0,0
Kenya,Central,-0.0690805,34.6967094,KEN,Sub-Saharan Africa,0.187,0.075,18.2,40.9,APPROXIMATE,0,1,602.583312988281,1385,11,5,20,1179,32,,,3697,,,,,,6,57,55
Kenya,Coast,-4.0434771,39.6682065,KEN,Sub-Saharan Africa,0.187,0.242,49.5,48.8,APPROXIMATE,0,1,6943.568359375,717,0,59,190,15,31,,,1858,,,,,,13,20,1
Kenya,Eastern,0.7137256,35.517938,KEN,Sub-Saharan Africa,0.187,0.19,41.9,45.3,ROOFTOP,0,1,181.125,873,87,0,40,2333,24,14386,48,3807,,,,,,0,0,0
Kenya,Nairobi,-1.2920659,36.8219462,KEN,Sub-Saharan Africa,0.187,0.02,4.8,41.9,APPROXIMATE,0,1,11346.7685546875,584.5,4,60,190,1672,31,,,2432,,,,,,30,122,97
Kenya,North Eastern,-0.0190061,37.6480812,KEN,Sub-Saharan Africa,0.187,0.509,83.3,61.1,ROOFTOP,0,1,602.799987792969,1062.5,15,0,130,1595,26,11029,18,3975,9.73928571428571,5.74261904761905,61.8571428571429,16.452380952381,21.6904761904762,0,0,0
Kenya,Nyanza,-1.2849963,36.8272273,KEN,Sub-Saharan Africa,0.187,0.211,47.7,44.2,ROOFTOP,0,1,11346.7685546875,584.5,4,61,190,1663,31,,,1195,,,,,,30,122,97
Kenya,Rift Valley,-0.023559,37.906193,KEN,Sub-Saharan Africa,0.187,0.205,42.4,48.3,APPROXIMATE,0,1,150.758331298828,560,276,0,14,842,31,8714,14,3459,6.98888888888889,6.15277777777778,50.2555555555556,16.5583333333333,33.2694444444445,0,0,0
Kenya,Western,-0.115003,34.851379,KEN,Sub-Saharan Africa,0.187,0.223,50,44.5,GEOMETRIC_CENTER,0,1,291.708343505859,1194.5,84,0,20,1149,32,12607,47,3601,8.08888888888889,6.66333333333333,35.2666666666667,16.5,48.2333333333333,0,0,0
Lao People's Democratic Republic,Attapeu,14.93634,107.1011931,LAO,East Asia and the Pacific,0.174,0.215,43.3,49.8,APPROXIMATE,0,1,30.1666660308838,1823,350,0,40,283,26,14417,44,4705,,,,,,0,0,0
Lao People's Democratic Republic,Bokeo,20.2872662,100.7097867,LAO,East Asia and the Pacific,0.174,0.212,39.8,53.4,APPROXIMATE,0,1,30.0866661071777,1299.5,316,0,40,540,23,13977,44,5250,,,,,,0,0,0
Lao People's Democratic Republic,Borikhamxay,18.4362924,104.4723301,LAO,East Asia and the Pacific,0.174,0.063,14.1,44.5,APPROXIMATE,0,1,6.89000034332275,1855,872,0,130,545,24,13124,47,5451,,,,,,0,0,0
Lao People's Democratic Republic,Champasack,14.6578664,105.9699878,LAO,East Asia and the Pacific,0.174,0.149,31.4,47.6,APPROXIMATE,0,1,25.8333339691162,2012.5,500,0,40,511,25,14255,39,4848,,,,,,0,0,0
Lao People's Democratic Republic,Huaphanh,20.3254175,104.1001326,LAO,East Asia and the Pacific,0.174,0.184,37.9,48.5,APPROXIMATE,0,1,22.6666660308838,1262,356,0,130,1250,21,12268,37,4728,,,,,,0,0,0
Lao People's Democratic Republic,Khammuane,17.6384066,105.2194808,LAO,East Asia and the Pacific,0.174,0.2,40.1,49.9,APPROXIMATE,0,1,18.3333339691162,1958,461,0,40,467,25,13801,46,4662,,,,,,0,0,0
Lao People's Democratic Republic,Luangnamtha,20.9170187,101.1617356,LAO,East Asia and the Pacific,0.174,0.165,35.5,46.5,APPROXIMATE,0,1,13.6666669845581,1382.5,917,0,130,1262,21,13025,29,5021,,,,,,0,0,0
Lao People's Democratic Republic,Luangprabang,20.0656229,102.6216211,LAO,East Asia and the Pacific,0.174,0.18,36.4,49.6,APPROXIMATE,0,1,24.1666660308838,1269.5,309,0,40,949,22,13472,37,5476,,,,,,0,0,0
Lao People's Democratic Republic,Oudomxay,20.4921929,101.8891721,LAO,East Asia and the Pacific,0.174,0.248,50.2,49.5,APPROXIMATE,0,1,22.4500007629395,1256.5,268,0,40,1143,22,12692,35,4598,,,,,,0,0,0
Lao People's Democratic Republic,Phongsaly,21.5919377,102.2547919,LAO,East Asia and the Pacific,0.174,0.311,56.1,55.5,APPROXIMATE,0,1,10.7533330917358,1368.5,433,0,130,626,23,12797,38,5460,,,,,,0,0,0
Lao People's Democratic Republic,Saravane,15.8171073,106.2522143,LAO,East Asia and the Pacific,0.174,0.359,62.8,57.2,APPROXIMATE,0,1,28.9616661071777,1404.5,336,0,14,244,30,9472,9,4029,,,,,,0,0,0
Lao People's Democratic Republic,Savannakhet,16.5722464,104.7705509,LAO,East Asia and the Pacific,0.174,0.262,49.7,52.8,APPROXIMATE,0,1,197.5,1375.5,5,16,14,164,30,7312,6,3340,,,,,,0,0,0
Lao People's Democratic Republic,Sekong,15.5767446,107.0067031,LAO,East Asia and the Pacific,0.174,0.254,50,50.9,APPROXIMATE,0,1,6.625,2192,568,0,40,984,23,13750,40,4529,,,,,,0,0,0
Lao People's Democratic Republic,Vientiane,17.9757058,102.6331035,LAO,East Asia and the Pacific,0.174,0.063,14.2,44.7,APPROXIMATE,0,1,610.74169921875,1617.5,5,55,20,175,34,,,2474,,,,,,0,0,0
Lao People's Democratic Republic,Vientiane Capital,17.9757058,102.6331035,LAO,East Asia and the Pacific,0.174,0.012,2.8,41.1,APPROXIMATE,0,1,610.74169921875,1617.5,5,55,20,175,34,,,2474,,,,,,0,0,0
Lao People's Democratic Republic,Xayabury,19.1945799,101.483498,LAO,East Asia and the Pacific,0.174,0.079,17.9,43.9,APPROXIMATE,0,1,17,1117,447,0,130,582,24,13745,40,4979,,,,,,0,0,0
Lao People's Democratic Republic,Xiengkhuang,19.6093003,103.7289167,LAO,East Asia and the Pacific,0.174,0.164,33.2,49.4,APPROXIMATE,0,1,17.875,1124,337,0,30,635,27,12449,18,4375,,,,,,0,0,0
Lesotho,Berea,-29.1746723,27.8311428,LSO,Sub-Saharan Africa,0.14,0.106,26,40.6,APPROXIMATE,0,1,134.66667175293,746,38,0,140,1650,25,3123,8,2320,,,,,,0,0,0
Lesotho,Botha-Bothe,-28.801561,28.5331038,LSO,Sub-Saharan Africa,0.14,0.149,33.2,44.9,APPROXIMATE,0,1,63.3333320617676,847.5,532,0,30,2161,22,4165,11,2853,,,,,,0,0,0
Lesotho,Leribe,-28.9510773,28.2526623,LSO,Sub-Saharan Africa,0.14,0.106,25.6,41.4,APPROXIMATE,0,1,117.833335876465,805.5,137,0,140,1689,26,3423,7,1829,,,,,,0,0,0
Lesotho,Mafeteng,-29.8224312,27.2388161,LSO,Sub-Saharan Africa,0.14,0.131,31.3,41.9,APPROXIMATE,0,1,100.5,660.5,70,13,30,1668,25,,,2396,13.7508333333333,5.82888888888889,44.40375,28.8069444444445,26.7893055555556,0,0,0
Lesotho,Maseru,-29.3632188,27.5143603,LSO,Sub-Saharan Africa,0.14,0.082,19.7,41.5,APPROXIMATE,0,1,107.033332824707,693.5,11,26,140,1590,24,3264,9,2509,9.95,6.24458333333333,18.0944444444444,19.0166666666667,62.8888888888889,0,0,0
Lesotho,Mohale'S Hoek,-30.1425917,27.4673845,LSO,Sub-Saharan Africa,0.14,0.178,38.3,46.5,APPROXIMATE,0,1,55,729,111,9,30,1562,25,3614,9,2736,,,,,,0,0,0
Lesotho,Mokhotlong,-29.2875557,29.0605389,LSO,Sub-Saharan Africa,0.14,0.291,61.5,47.3,APPROXIMATE,0,1,18,679,521,3,140,2170,27,3751,4,1746,,,,,,0,0,0
Lesotho,Qacha'S-Nek,-30.1114565,28.678979,LSO,Sub-Saharan Africa,0.14,0.173,40.8,42.5,APPROXIMATE,0,1,39.1166687011719,775.5,150,5,140,1939,22,4002,10,2425,,,,,,0,0,0
Lesotho,Quthing,-30.4015687,27.7080133,LSO,Sub-Saharan Africa,0.14,0.151,34.4,43.8,APPROXIMATE,0,1,43.7116661071777,755.5,156,3,30,1606,24,3330,7,2587,,,,,,0,0,0
Lesotho,Thaba Tseka,-29.5238975,28.6089752,LSO,Sub-Saharan Africa,0.14,0.267,56.8,47,APPROXIMATE,0,1,23.8333339691162,654,754,2,140,2214,25,3222,5,1894,,,,,,0,0,0
Liberia,Bomi,6.7562926,-10.8451467,LBR,Sub-Saharan Africa,0.374,0.407,79.1,51.4,APPROXIMATE,0,1,43.3333320617676,2640.5,36,0,30,44,26,13102,24,4329,,,,,,0,0,0
Liberia,Bong,6.8295019,-9.3673084,LBR,Sub-Saharan Africa,0.374,0.508,83.9,60.6,APPROXIMATE,0,1,4.66666650772095,1681,300,0,30,243,25,13129,27,4695,,,,,,0,0,0
Liberia,Gbarpolu,7.4952637,-10.0807298,LBR,Sub-Saharan Africa,0.374,0.505,86.3,58.5,APPROXIMATE,0,1,1.66666662693024,1968,722,0,40,472,23,12615,26,4252,,,,,,0,0,0
Liberia,Grand Bassa,6.2308452,-9.8124935,LBR,Sub-Saharan Africa,0.374,0.527,86.7,60.7,APPROXIMATE,0,1,36.9133338928223,2182.5,181,0,40,110,24,13586,27,4699,,,,,,0,0,0
Liberia,Grand Cape Mount,7.0467758,-11.0711758,LBR,Sub-Saharan Africa,0.374,0.482,85.6,56.3,APPROXIMATE,0,1,13.6666669845581,2617.5,163,0,40,107,24,12681,25,4330,,,,,,0,0,0
Liberia,Grand Gedeh,5.9222078,-8.2212979,LBR,Sub-Saharan Africa,0.374,0.349,74.9,46.6,APPROXIMATE,0,1,6.33333349227905,1776.5,541,0,40,242,24,12989,27,4869,,,,,,0,0,0
Liberia,Grand Kru,4.7613862,-8.2212979,LBR,Sub-Saharan Africa,0.374,0.48,90.6,52.9,APPROXIMATE,0,1,38.7733345031738,2436,535,0,40,47,23,13723,21,4628,,,,,,0,0,0
Liberia,Lofa,8.1911184,-9.7232673,LBR,Sub-Saharan Africa,0.374,0.457,83.1,55,APPROXIMATE,0,1,1.03999996185303,2268,205,0,40,517,24,13376,36,4623,,,,,,0,0,0
